,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,no_partners_no_dependents,no_dependents_yes_partners,dependents_no_partners,yes_dependents_and_partners,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc,is_auto
193,0295-QVKPB,Male,0,No,No,1,1,0,Credit card (automatic),$63.95,318.1,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201129,$63.95,TRUE,Month-to-Month,One Line,DSL,True
198,0302-JOIVN,Female,0,Yes,No,1,2,0,Electronic check,$101.15,842.9,Yes,8,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200819,$101.15,TRUE,Month-to-Month,One Line,Fiber Optic,False
200,0303-WMMRN,Male,0,No,No,1,0,0,Mailed check,$19.25,86.05,No,4,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20201215,$19.25,TRUE,Month-to-Month,One Line,No Internet Service,False
202,0306-JAELE,Male,0,No,No,1,2,0,Electronic check,$96.10,453.4,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201207,$96.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
206,0310-MVLET,Female,0,Yes,Yes,2,2,0,Electronic check,$99.15,6010.05,Yes,61,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20160412,$99.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
208,0310-VQXAM,Male,0,No,No,1,0,0,Mailed check,$19.85,178.8,No,9,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200730,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,False
209,0311-QYWSS,Female,0,No,No,1,1,0,Electronic check,$49.45,314.6,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201018,$49.45,TRUE,Month-to-Month,One Line,DSL,False
210,0311-UNPFF,Female,0,No,No,1,2,0,Bank transfer (automatic),$88.80,2274.35,Yes,26,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190312,$88.80,TRUE,Month-to-Month,One Line,Fiber Optic,True
211,0314-TKOSI,Female,0,No,No,1,1,0,Mailed check,$55.15,322.9,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201102,$55.15,TRUE,Month-to-Month,One Line,DSL,False
212,0315-LVCRK,Male,0,No,No,1,2,0,Electronic check,$84.80,888.75,No,10,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200615,$84.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
213,0318-QUUOB,Male,0,Yes,No,1,2,0,Electronic check,$80.55,80.55,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210330,$80.55,TRUE,Month-to-Month,One Line,Fiber Optic,False
215,0319-QZTCO,Female,0,Yes,Yes,1,1,0,Credit card (automatic),$58.70,168.6,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20210201,$58.70,TRUE,Month-to-Month,One Line,DSL,True
217,0320-JDNQG,Male,0,Yes,Yes,1,2,0,Electronic check,$99.85,2331.3,Yes,23,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190520,$99.85,TRUE,Month-to-Month,One Line,Fiber Optic,False
218,0322-CHQRU,Male,0,No,No,1,1,0,Electronic check,$45.35,89.5,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210228,$45.35,TRUE,Month-to-Month,One Line,DSL,False
219,0322-YINQP,Male,0,No,No,1,1,0,Mailed check,$48.55,48.55,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$48.55,TRUE,Month-to-Month,One Line,DSL,False
221,0324-BRPCJ,Female,1,Yes,No,2,2,0,Electronic check,$100.20,6851.65,Yes,68,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20150820,$100.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
222,0325-XBFAC,Male,0,No,No,1,2,0,Electronic check,$94.70,740.3,Yes,8,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200904,$94.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
225,0328-GRPMV,Female,0,No,No,1,2,0,Electronic check,$70.10,70.1,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$70.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
226,0329-GTIAJ,Female,0,No,No,1,2,0,Electronic check,$97.90,315.3,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210122,$97.90,TRUE,Month-to-Month,One Line,Fiber Optic,False
228,0330-IVZHA,Female,0,Yes,No,1,2,0,Electronic check,$69.95,330.15,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20201207,$69.95,TRUE,Month-to-Month,One Line,Fiber Optic,False
229,0334-GDDSO,Male,1,No,No,2,2,0,Electronic check,$81.35,233.7,Yes,3,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210201,$81.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
233,0337-CNPZE,Female,0,No,No,2,2,0,Electronic check,$106.30,4443.45,Yes,42,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20171105,$106.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
235,0345-HKJVM,Female,0,No,No,1,2,0,Electronic check,$89.30,577.6,Yes,6,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201015,$89.30,TRUE,Month-to-Month,One Line,Fiber Optic,False
237,0347-UBKUZ,Female,0,No,No,1,0,0,Mailed check,$19.90,320.45,No,16,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20191227,$19.90,TRUE,Month-to-Month,One Line,No Internet Service,False
238,0348-SDKOL,Female,0,Yes,No,2,2,0,Credit card (automatic),$102.10,5885.4,Yes,58,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160711,$102.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
240,0354-WYROK,Female,1,Yes,Yes,1,2,0,Electronic check,$98.90,2911.3,Yes,29,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20181116,$98.90,TRUE,Month-to-Month,One Line,Fiber Optic,False
241,0356-ERHVT,Male,0,Yes,No,1,1,0,Bank transfer (automatic),$45.90,521.9,No,11,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200519,$45.90,TRUE,Month-to-Month,One Line,DSL,True
243,0357-NVCRI,Female,0,No,Yes,1,0,0,Credit card (automatic),$20.05,471.7,No,24,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20190515,$20.05,TRUE,Month-to-Month,One Line,No Internet Service,True
246,0362-ZBZWJ,Male,0,No,No,2,2,0,Electronic check,$84.90,3067.2,Yes,36,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180427,$84.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
247,0363-QJVFX,Male,0,No,No,2,2,0,Credit card (automatic),$108.15,3432.9,Yes,32,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180907,$108.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
249,0365-BZUWY,Male,0,Yes,No,2,2,0,Electronic check,$102.55,1742.5,No,17,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20191130,$102.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
250,0365-GXEZS,Male,0,Yes,No,1,2,0,Electronic check,$78.20,1468.75,No,19,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20191006,$78.20,TRUE,Month-to-Month,One Line,Fiber Optic,False
251,0365-TRTPY,Female,0,No,No,2,2,0,Bank transfer (automatic),$91.20,3382.3,No,37,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180328,$91.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
252,0366-NQSHS,Male,0,No,No,1,0,0,Mailed check,$19.35,46.35,No,2,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210216,$19.35,TRUE,Month-to-Month,One Line,No Internet Service,False
255,0374-AACSZ,Female,0,No,No,1,1,0,Electronic check,$50.15,50.15,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$50.15,TRUE,Month-to-Month,One Line,DSL,False
257,0374-IOEGQ,Female,0,No,No,1,1,0,Electronic check,$44.60,122.7,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210205,$44.60,TRUE,Month-to-Month,One Line,DSL,False
258,0375-HVGXO,Female,0,No,No,0,1,0,Electronic check,$34.70,34.7,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$34.70,TRUE,Month-to-Month,No Phone Service,DSL,False
259,0376-OIWME,Male,0,Yes,No,1,2,0,Electronic check,$93.60,3366.05,No,36,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180502,$93.60,TRUE,Month-to-Month,One Line,Fiber Optic,False
260,0376-YMCJC,Male,0,No,No,2,2,0,Electronic check,$90.60,1943.2,Yes,21,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190717,$90.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
261,0377-JBKKT,Male,0,Yes,Yes,1,1,0,Mailed check,$57.95,1271.8,No,22,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190702,$57.95,TRUE,Month-to-Month,One Line,DSL,False
263,0378-NHQXU,Female,0,Yes,Yes,2,2,0,Electronic check,$88.25,1460.65,Yes,17,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20191213,$88.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
264,0378-TOVMS,Female,0,No,No,1,2,0,Electronic check,$85.80,272.2,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210123,$85.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
268,0380-ZCSBI,Male,0,No,No,1,0,0,Credit card (automatic),$20.00,198.7,No,10,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200701,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,True
271,0384-RVBPI,Male,0,No,No,1,1,0,Credit card (automatic),$64.40,1398.6,No,22,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190709,$64.40,TRUE,Month-to-Month,One Line,DSL,True
273,0388-EOPEX,Female,0,Yes,No,1,2,0,Electronic check,$74.40,139.4,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210304,$74.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
274,0390-DCFDQ,Female,1,Yes,No,1,2,0,Mailed check,$70.45,70.45,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210330,$70.45,TRUE,Month-to-Month,One Line,Fiber Optic,False
277,0396-HUJBP,Female,0,No,No,1,0,0,Mailed check,$19.30,44.4,No,2,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210219,$19.30,TRUE,Month-to-Month,One Line,No Internet Service,False
278,0396-UKGAI,Male,0,No,Yes,1,1,0,Bank transfer (automatic),$55.30,1284.2,No,23,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20190524,$55.30,TRUE,Month-to-Month,One Line,DSL,True
279,0396-YCHWO,Male,0,Yes,No,2,2,0,Electronic check,$95.40,3474.2,No,36,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180418,$95.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
280,0397-GZBBC,Male,1,Yes,No,2,2,0,Bank transfer (automatic),$93.85,5574.75,Yes,59,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160519,$93.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
283,0402-CQAJN,Female,0,No,No,2,2,0,Bank transfer (automatic),$101.90,3545.35,Yes,35,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180606,$101.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
286,0404-SWRVG,Male,0,No,No,2,2,0,Electronic check,$74.40,229.55,Yes,3,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210126,$74.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
288,0407-BDJKB,Male,0,Yes,No,2,2,0,Electronic check,$95.75,5742.9,Yes,60,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160501,$95.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
290,0410-IPFTY,Female,0,Yes,No,1,2,0,Bank transfer (automatic),$83.85,2674.15,No,32,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180902,$83.85,TRUE,Month-to-Month,One Line,Fiber Optic,True
291,0411-EZJZE,Female,0,No,No,2,1,0,Electronic check,$60.25,170.5,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210202,$60.25,TRUE,Month-to-Month,Two or More Lines,DSL,False
293,0415-MOSGF,Female,0,No,No,1,1,0,Mailed check,$44.40,44.4,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$44.40,TRUE,Month-to-Month,One Line,DSL,False
294,0419-YAAPX,Male,0,Yes,No,1,2,0,Credit card (automatic),$85.30,4297.95,No,50,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20170217,$85.30,TRUE,Month-to-Month,One Line,Fiber Optic,True
295,0420-BWTPW,Male,0,No,Yes,0,1,0,Mailed check,$25.50,215.2,Yes,8,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20200816,$25.50,TRUE,Month-to-Month,No Phone Service,DSL,False
296,0420-HLGXF,Female,1,No,No,2,2,0,Electronic check,$99.75,4036.0,No,40,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20171216,$99.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
300,0423-UDIJQ,Male,1,No,No,1,1,0,Mailed check,$49.20,447.9,No,9,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200727,$49.20,TRUE,Month-to-Month,One Line,DSL,False
301,0426-TIRNE,Female,0,No,No,1,0,0,Mailed check,$20.90,20.9,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.90,TRUE,Month-to-Month,One Line,No Internet Service,False
303,0428-IKYCP,Male,0,Yes,No,1,2,0,Bank transfer (automatic),$87.00,1850.65,No,21,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190722,$87.00,TRUE,Month-to-Month,One Line,Fiber Optic,True
304,0430-IHCDJ,Male,0,No,No,2,1,0,Electronic check,$49.00,749.25,No,15,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200120,$49.00,TRUE,Month-to-Month,Two or More Lines,DSL,False
306,0432-CAJZV,Male,0,No,No,1,2,0,Mailed check,$90.70,237.65,No,3,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210209,$90.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
307,0434-CSFON,Female,0,Yes,No,2,2,0,Electronic check,$100.50,4707.1,No,47,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20170605,$100.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
309,0439-IFYUN,Female,1,No,No,1,2,0,Electronic check,$74.70,1294.6,No,17,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20191119,$74.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
312,0440-QEXBZ,Female,0,No,No,2,1,0,Mailed check,$50.15,2139.1,No,43,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20171010,$50.15,TRUE,Month-to-Month,Two or More Lines,DSL,False
316,0447-BEMNG,Female,0,Yes,No,0,1,0,Bank transfer (automatic),$45.30,2145.0,Yes,47,TRUE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20170520,$45.30,TRUE,Month-to-Month,No Phone Service,DSL,True
317,0447-RXSGD,Male,0,No,No,2,2,0,Bank transfer (automatic),$99.65,2404.85,No,24,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190426,$99.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
320,0455-XFASS,Female,0,Yes,Yes,1,2,0,Electronic check,$69.55,200.2,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20210201,$69.55,TRUE,Month-to-Month,One Line,Fiber Optic,False
323,0461-CVKMU,Female,0,Yes,Yes,1,2,0,Electronic check,$83.80,1900.25,Yes,23,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190610,$83.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
325,0463-WZZKO,Male,0,No,No,1,0,0,Credit card (automatic),$20.75,67.1,No,3,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210121,$20.75,TRUE,Month-to-Month,One Line,No Internet Service,True
326,0463-ZSDNT,Male,0,No,No,1,1,0,Bank transfer (automatic),$56.75,503.25,No,9,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200803,$56.75,TRUE,Month-to-Month,One Line,DSL,True
328,0468-YRPXN,Male,0,No,No,1,2,0,Credit card (automatic),$98.80,2807.1,No,28,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181217,$98.80,TRUE,Month-to-Month,One Line,Fiber Optic,True
331,0475-RIJEP,Male,0,No,No,2,2,0,Electronic check,$77.85,3365.85,Yes,43,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170922,$77.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
333,0480-BIXDE,Female,0,Yes,No,1,2,0,Electronic check,$96.80,1743.05,No,18,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20191030,$96.80,TRUE,Month-to-Month,One Line,Fiber Optic,False
337,0484-JPBRU,Male,0,No,No,2,0,0,Bank transfer (automatic),$25.25,996.45,No,39,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20180115,$25.25,TRUE,Month-to-Month,Two or More Lines,No Internet Service,True
339,0486-HECZI,Male,0,Yes,No,2,2,0,Electronic check,$96.75,5238.9,Yes,54,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20161025,$96.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
342,0487-RPVUM,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$99.40,5943.65,No,60,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160507,$99.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
343,0487-VVUVK,Male,0,Yes,Yes,1,0,0,Mailed check,$19.15,477.6,No,25,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20190402,$19.15,TRUE,Month-to-Month,One Line,No Internet Service,False
344,0488-GSLFR,Female,0,No,No,1,2,0,Electronic check,$69.50,69.5,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$69.50,TRUE,Month-to-Month,One Line,Fiber Optic,False
346,0491-KAPQG,Male,0,No,No,2,2,0,Electronic check,$73.70,1558.7,No,21,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190726,$73.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
347,0495-RVCBF,Female,0,No,No,1,2,0,Electronic check,$79.70,79.7,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$79.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
348,0495-ZBNGW,Male,1,Yes,No,2,2,0,Bank transfer (automatic),$79.90,343.95,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20201220,$79.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
350,0504-HHAPI,Female,1,No,No,2,2,0,Credit card (automatic),$88.30,2467.75,Yes,28,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181231,$88.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
352,0506-LVNGN,Female,1,No,No,1,2,0,Credit card (automatic),$75.55,349.65,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201210,$75.55,TRUE,Month-to-Month,One Line,Fiber Optic,True
354,0508-OOLTO,Female,0,Yes,Yes,1,2,0,Electronic check,$71.65,135.75,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20210303,$71.65,TRUE,Month-to-Month,One Line,Fiber Optic,False
356,0511-JTEOY,Female,0,No,No,1,2,0,Mailed check,$71.10,71.1,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$71.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
359,0515-YPMCW,Male,0,No,Yes,1,2,0,Mailed check,$70.45,70.45,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20210330,$70.45,TRUE,Month-to-Month,One Line,Fiber Optic,False
361,0516-QREYC,Female,1,No,No,1,0,0,Mailed check,$20.30,459.95,No,23,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20190610,$20.30,TRUE,Month-to-Month,One Line,No Internet Service,False
364,0516-WJVXC,Female,0,No,No,1,1,0,Electronic check,$54.20,308.25,Yes,6,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201108,$54.20,TRUE,Month-to-Month,One Line,DSL,False
365,0519-DRGTI,Female,0,Yes,Yes,1,0,0,Mailed check,$20.35,442.6,No,22,TRUE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20190708,$20.35,TRUE,Month-to-Month,One Line,No Internet Service,False
366,0519-XUZJU,Female,0,No,No,1,2,0,Mailed check,$70.75,70.75,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$70.75,TRUE,Month-to-Month,One Line,Fiber Optic,False
368,0523-VNGTF,Female,1,No,No,0,1,0,Electronic check,$50.50,2566.3,No,51,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20170204,$50.50,TRUE,Month-to-Month,No Phone Service,DSL,False
369,0524-IAVZO,Female,0,Yes,No,2,2,0,Electronic check,$85.00,2624.25,Yes,31,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20181003,$85.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
371,0529-ONKER,Male,1,No,No,2,2,0,Electronic check,$75.65,1146.65,Yes,15,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200124,$75.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
374,0531-ZZJWQ,Male,1,Yes,No,2,2,0,Electronic check,$74.00,4052.4,No,55,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20161007,$74.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
375,0533-BNWKF,Female,1,Yes,No,2,2,0,Electronic check,$85.45,4874.7,Yes,57,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160729,$85.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
378,0536-BGFMZ,Female,0,Yes,No,1,0,0,Mailed check,$20.50,563.05,No,27,TRUE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20190115,$20.50,TRUE,Month-to-Month,One Line,No Internet Service,False
380,0537-QYZZN,Male,1,Yes,Yes,2,2,0,Electronic check,$79.85,1857.75,No,23,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190523,$79.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
381,0541-FITGH,Female,0,Yes,No,1,1,0,Mailed check,$62.15,113.1,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210305,$62.15,TRUE,Month-to-Month,One Line,DSL,False
382,0547-HURJB,Male,0,No,Yes,1,0,0,Credit card (automatic),$21.05,235.8,No,11,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20200524,$21.05,TRUE,Month-to-Month,One Line,No Internet Service,True
384,0550-DCXLH,Male,0,No,No,1,1,0,Mailed check,$73.35,931.55,No,13,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200408,$73.35,TRUE,Month-to-Month,One Line,DSL,False
391,0564-JJHGS,Male,0,No,No,2,2,0,Electronic check,$95.50,829.1,Yes,9,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200808,$95.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
